y,m,d,h,G(i) [W/m2],H_sun,T_amb
2020,6,1,10,0,0,13.43
2020,6,1,110,0,0,12.61
2020,6,1,210,0,0,11.88
2020,6,1,310,13.22,5.53,11.17
2020,6,1,410,31.92,13.94,11.19
2020,6,1,510,40.58,22.92,12.16
2020,6,1,610,153.2,32.1,13.3
2020,6,1,710,328,41.11,14.42
2020,6,1,810,475.36,49.37,15.3
2020,6,1,910,581.99,55.99,15.89
2020,6,1,1010,631.54,59.61,16.34
2020,6,1,1110,623.99,59.05,16.71
2020,6,1,1210,561.51,54.53,17
2020,6,1,1310,441.25,47.39,17.18
2020,6,1,1410,283.62,38.87,17.26
2020,6,1,1510,107.63,29.77,17.2
2020,6,1,1610,60.19,20.6,16.84
2020,6,1,1710,38.3,11.74,16.12
2020,6,1,1810,1.82,3.52,15.42
2020,6,1,1910,0,0,14.82
2020,6,1,2010,0,0,14.29
2020,6,1,2110,0,0,13.83
2020,6,1,2210,0,0,13.06
2020,6,1,2310,0,0,11.63
2020,6,2,10,0,0,10.85
2020,6,2,110,0,0,10.37
2020,6,2,210,0,0,9.78
2020,6,2,310,2.28,5.62,9.48
2020,6,2,410,39.22,14.02,9.75
2020,6,2,510,46.06,22.99,10.77
2020,6,2,610,153.86,32.18,12.01
2020,6,2,710,324.88,41.19,13.59
2020,6,2,810,468.02,49.47,15.01
2020,6,2,910,568.06,56.1,16.02
2020,6,2,1010,587.78,59.73,16.92
2020,6,2,1110,603.23,59.19,17.52
2020,6,2,1210,530.16,54.67,17.83
2020,6,2,1310,415.84,47.52,17.98
2020,6,2,1410,280.46,38.99,17.8
2020,6,2,1510,132.75,29.89,17.54
2020,6,2,1610,44.23,20.73,17.02
2020,6,2,1710,36.48,11.87,16.61
2020,6,2,1810,2.28,3.65,15.56
2020,6,2,1910,0,0,14.54
2020,6,2,2010,0,0,13.38
2020,6,2,2110,0,0,12.29
2020,6,2,2210,0,0,10.84
2020,6,2,2310,0,0,9.81
2020,6,3,10,0,0,8.81
2020,6,3,110,0,0,8.89
2020,6,3,210,0,0,9.42
2020,6,3,310,2.28,5.7,9.94
2020,6,3,410,7.75,14.1,10.52
2020,6,3,510,35.57,23.06,10.74
2020,6,3,610,50.27,32.25,11.08
2020,6,3,710,148.63,41.27,12.51
2020,6,3,810,98.75,49.55,12.57
2020,6,3,910,143.04,56.2,13
2020,6,3,1010,101.74,59.85,14.05
2020,6,3,1110,272.51,59.32,14.99
2020,6,3,1210,360.37,54.8,15.56
2020,6,3,1310,393.54,47.64,16.41
2020,6,3,1410,232.55,39.11,16.62
2020,6,3,1510,105.03,30.01,16.51
2020,6,3,1610,51.53,20.85,16.07
2020,6,3,1710,36.94,11.99,15.58
2020,6,3,1810,3.19,3.77,14.54
2020,6,3,1910,0,0,13.78
2020,6,3,2010,0,0,12.3
2020,6,3,2110,0,0,11.29
2020,6,3,2210,0,0,10.5
2020,6,3,2310,0,0,9.78
2020,6,4,10,0,0,9.25
2020,6,4,110,0,0,8.94
2020,6,4,210,0,0,9.56
2020,6,4,310,15.96,5.77,9.33
2020,6,4,410,35.11,14.17,9.43
2020,6,4,510,46.51,23.13,11.46
2020,6,4,610,151.67,32.32,13.38
2020,6,4,710,320.49,41.34,15.13
2020,6,4,810,426.08,49.63,16.3
2020,6,4,910,467.78,56.29,17.04
2020,6,4,1010,540.74,59.97,17.87
2020,6,4,1110,505.92,59.44,18.23
2020,6,4,1210,469.82,54.92,18.78
2020,6,4,1310,283.35,47.76,19.1
2020,6,4,1410,272.59,39.23,19.74
2020,6,4,1510,144.22,30.13,19.73
2020,6,4,1610,40.13,20.96,19.81
2020,6,4,1710,39.22,12.1,19.42
2020,6,4,1810,5.93,3.89,17.8
2020,6,4,1910,0,0,15.55
2020,6,4,2010,0,0,14.4
2020,6,4,2110,0,0,13.68
2020,6,4,2210,0,0,13.32
2020,6,4,2310,0,0,13.17
2020,6,5,10,0,0,12.88
2020,6,5,110,0,0,12.53
2020,6,5,210,0,0,12.34
2020,6,5,310,2.28,5.84,12.44
2020,6,5,410,18.7,14.23,13.31
2020,6,5,510,21.43,23.19,14.34
2020,6,5,610,154.06,32.37,15.92
2020,6,5,710,293.86,41.4,18.67
2020,6,5,810,117.9,49.7,20.09
2020,6,5,910,294.67,56.38,20.8
2020,6,5,1010,128.68,60.07,21.67
2020,6,5,1110,255.22,59.56,21.86
2020,6,5,1210,47.88,55.04,22.03
2020,6,5,1310,80.2,47.88,19.96
2020,6,5,1410,47.88,39.34,17.59
2020,6,5,1510,62.84,30.24,17.31
2020,6,5,1610,36.02,21.07,17.29
2020,6,5,1710,11.4,12.22,17.39
2020,6,5,1810,1.37,4.01,16.89
2020,6,5,1910,0,0,15.37
2020,6,5,2010,0,0,14.78
2020,6,5,2110,0,0,14.36
2020,6,5,2210,0,0,14.12
2020,6,5,2310,0,0,13.71
2020,6,6,10,0,0,13.44
2020,6,6,110,0,0,13.1
2020,6,6,210,0,0,12.8
2020,6,6,310,15.05,5.91,12.78
2020,6,6,410,30.1,14.29,13.29
2020,6,6,510,41.95,23.24,14.5
2020,6,6,610,143.41,32.43,16.02
2020,6,6,710,310.32,41.46,17.42
2020,6,6,810,408.24,49.77,18.52
2020,6,6,910,551.38,56.46,19.54
2020,6,6,1010,583.57,60.18,20.56
2020,6,6,1110,518.77,59.67,21.4
2020,6,6,1210,446.53,55.15,22.8
2020,6,6,1310,298.09,47.99,22.46
2020,6,6,1410,237.82,39.45,22.65
2020,6,6,1510,117.24,30.34,22.75
2020,6,6,1610,72.05,21.18,22.83
2020,6,6,1710,37.39,12.33,21.85
2020,6,6,1810,10.49,4.12,20.46
2020,6,6,1910,0,0,18.4
2020,6,6,2010,0,0,17.3
2020,6,6,2110,0,0,16.38
2020,6,6,2210,0,0,15.64
2020,6,6,2310,0,0,15.02
2020,6,7,10,0,0,14.6
2020,6,7,110,0,0,14.08
2020,6,7,210,0,0,13.71
2020,6,7,310,15.96,5.96,13.64
2020,6,7,410,32.83,14.34,14.57
2020,6,7,510,66.12,23.29,17
2020,6,7,610,157.83,32.47,19.06
2020,6,7,710,306.91,41.51,19.72
2020,6,7,810,397.39,49.83,21.67
2020,6,7,910,491.95,56.54,23.01
2020,6,7,1010,90.37,60.27,24.28
2020,6,7,1110,527.02,59.78,25.05
2020,6,7,1210,503.46,55.26,25.55
2020,6,7,1310,401.77,48.09,25.57
2020,6,7,1410,32.32,39.55,26.1
2020,6,7,1510,100.21,30.44,26.05
2020,6,7,1610,15.5,21.28,25.23
2020,6,7,1710,6.38,12.43,23.62
2020,6,7,1810,5.47,4.23,22.83
2020,6,7,1910,0,0,21.3
2020,6,7,2010,0,0,20.28
2020,6,7,2110,0,0,19.67
2020,6,7,2210,0,0,19.24
2020,6,7,2310,0,0,18.9
2020,6,8,10,0,0,18.66
2020,6,8,110,0,0,18.42
2020,6,8,210,0,0,18.05
2020,6,8,310,2.28,6.02,17.69
2020,6,8,410,16.87,14.39,18.13
2020,6,8,510,29.18,23.33,19.5
2020,6,8,610,99.56,32.52,21.11
2020,6,8,710,303.85,41.55,20.42
2020,6,8,810,296.13,49.88,21.53
2020,6,8,910,161.13,56.61,21.92
2020,6,8,1010,264.02,60.36,20.9
2020,6,8,1110,307.54,59.88,21.29
2020,6,8,1210,191.31,55.36,20.83
2020,6,8,1310,247.72,48.19,20.47
2020,6,8,1410,141.7,39.65,19.76
2020,6,8,1510,100.21,30.54,19.4
2020,6,8,1610,69.77,21.38,18.7
2020,6,8,1710,30.1,12.53,18
2020,6,8,1810,1.37,4.33,17.3
2020,6,8,1910,0,0,15.21
2020,6,8,2010,0,0,14.47
2020,6,8,2110,0,0,13.95
2020,6,8,2210,0,0,13.64
2020,6,8,2310,0,0,13.38
2020,6,9,10,0,0,13.04
2020,6,9,110,0,0,12.78
2020,6,9,210,0,0,12.67
2020,6,9,310,2.28,6.06,12.56
2020,6,9,410,7.75,14.43,12.57
2020,6,9,510,21.43,23.37,12.74
2020,6,9,610,49.08,32.55,13.04
2020,6,9,710,61.05,41.59,12.82
2020,6,9,810,155.11,49.93,13.33
2020,6,9,910,158.73,56.67,14.19
2020,6,9,1010,257.61,60.44,15.08
2020,6,9,1110,200.6,59.97,16.5
2020,6,9,1210,177.68,55.46,17.77
2020,6,9,1310,44.89,48.29,18.65
2020,6,9,1410,68.23,39.74,19.34
2020,6,9,1510,55.66,30.64,19.55
2020,6,9,1610,37.85,21.47,19.24
2020,6,9,1710,37.39,12.62,18.86
2020,6,9,1810,5.47,4.42,18.18
2020,6,9,1910,0,0,16.52
2020,6,9,2010,0,0,16.19
2020,6,9,2110,0,0,15.98
2020,6,9,2210,0,0,15.8
2020,6,9,2310,0,0,15.51
2020,6,10,10,0,0,15.3
2020,6,10,110,0,0,15.14
2020,6,10,210,0,0,14.82
2020,6,10,310,2.28,6.1,14.78
2020,6,10,410,10.94,14.46,14.85
2020,6,10,510,50.62,23.4,15.32
2020,6,10,610,90.37,32.58,15.67
2020,6,10,710,98.15,41.62,15.73
2020,6,10,810,224.51,49.97,16.73
2020,6,10,910,142.44,56.73,17.86
2020,6,10,1010,123.89,60.51,18.77
2020,6,10,1110,123.29,60.06,18.89
2020,6,10,1210,134.66,55.55,19.18
2020,6,10,1310,208.21,48.38,20
2020,6,10,1410,223.62,39.83,21.04
2020,6,10,1510,120.33,30.72,21.6
2020,6,10,1610,63.38,21.56,21.57
2020,6,10,1710,13.22,12.71,21.36
2020,6,10,1810,1.37,4.51,20.55
2020,6,10,1910,0,0,18.47
2020,6,10,2010,0,0,18.08
2020,6,10,2110,0,0,17.76
2020,6,10,2210,0,0,17.6
2020,6,10,2310,0,0,17.28
2020,6,11,10,0,0,17.1
2020,6,11,110,0,0,16.92
2020,6,11,210,0,0,16.79
2020,6,11,310,2.28,6.14,16.6
2020,6,11,410,7.75,14.49,17
2020,6,11,510,17.78,23.42,18.27
2020,6,11,610,134.12,32.61,19.16
2020,6,11,710,190.33,41.65,19.99
2020,6,11,810,249.02,50.01,21.3
2020,6,11,910,441.76,56.78,22.06
2020,6,11,1010,450.48,60.58,22.79
2020,6,11,1110,362.31,60.14,23.61
2020,6,11,1210,468.25,55.64,24.39
2020,6,11,1310,412.62,48.46,25.16
2020,6,11,1410,269.6,39.92,25.66
2020,6,11,1510,97.94,30.81,25.86
2020,6,11,1610,59.74,21.65,25.81
2020,6,11,1710,36.02,12.8,24.91
2020,6,11,1810,3.65,4.6,23.38
2020,6,11,1910,0,0,22.13
2020,6,11,2010,0,0,20.81
2020,6,11,2110,0,0,20.1
2020,6,11,2210,0,0,19.17
2020,6,11,2310,0,0,18.45
2020,6,12,10,0,0,18.04
2020,6,12,110,0,0,17.62
2020,6,12,210,0,0,17.29
2020,6,12,310,15.96,6.16,17.14
2020,6,12,410,46.97,14.51,18.17
2020,6,12,510,73.87,23.44,20.15
2020,6,12,610,169.55,32.63,21.98
2020,6,12,710,288.23,41.67,22.24
2020,6,12,810,407.77,50.04,23.91
2020,6,12,910,545.96,56.82,25.21
2020,6,12,1010,597.97,60.64,26.84
2020,6,12,1110,592.1,60.21,28.31
2020,6,12,1210,531.58,55.72,29.36
2020,6,12,1310,420,48.54,29.89
2020,6,12,1410,270.28,40,30.28
2020,6,12,1510,105.67,30.89,30.19
2020,6,12,1610,38.76,21.73,28.61
2020,6,12,1710,34.66,12.88,27
2020,6,12,1810,11.86,4.68,25.66
2020,6,12,1910,0,0,25.11
2020,6,12,2010,0,0,24.11
2020,6,12,2110,0,0,23.16
2020,6,12,2210,0,0,22.24
2020,6,12,2310,0,0,21.46
2020,6,13,10,0,0,20.75
2020,6,13,110,0,0,20.23
2020,6,13,210,0,0,19.73
2020,6,13,310,16.42,6.19,19.42
2020,6,13,410,43.78,14.53,19.94
2020,6,13,510,63.38,23.46,21.18
2020,6,13,610,147.18,32.64,22.66
2020,6,13,710,299.04,41.69,24.04
2020,6,13,810,435.75,50.06,25.44
2020,6,13,910,531.21,56.85,26.54
2020,6,13,1010,558.09,60.69,26.86
2020,6,13,1110,575.42,60.28,27.18
2020,6,13,1210,497.28,55.79,24.65
2020,6,13,1310,381.03,48.62,24.98
2020,6,13,1410,260.31,40.07,25.97
2020,6,13,1510,136.98,30.96,25.52
2020,6,13,1610,46.97,21.8,24.64
2020,6,13,1710,28.27,12.95,24.08
2020,6,13,1810,7.3,4.75,23.04
2020,6,13,1910,0,0,21.98
2020,6,13,2010,0,0,21.21
2020,6,13,2110,0,0,20.2
2020,6,13,2210,0,0,19.09
2020,6,13,2310,0,0,18.03
2020,6,14,10,0,0,17.08
2020,6,14,110,0,0,16.32
2020,6,14,210,0,0,15.85
2020,6,14,310,2.74,6.2,15.56
2020,6,14,410,8.21,14.54,16.09
2020,6,14,510,21.89,23.47,16.48
2020,6,14,610,51.47,32.65,16.68
2020,6,14,710,218.83,41.7,17.89
2020,6,14,810,294.59,50.08,18.64
2020,6,14,910,255.23,56.88,19.32
2020,6,14,1010,199,60.74,19.77
2020,6,14,1110,294.11,60.34,20.52
2020,6,14,1210,248.34,55.86,20.66
2020,6,14,1310,111.92,48.69,20.85
2020,6,14,1410,233.71,40.14,20.63
2020,6,14,1510,114.93,31.03,20.12
2020,6,14,1610,74.78,21.87,19.44
2020,6,14,1710,38.76,13.03,18.87
2020,6,14,1810,11.4,4.82,18.04
2020,6,14,1910,0,0,17.4
2020,6,14,2010,0,0,16.82
2020,6,14,2110,0,0,16.18
2020,6,14,2210,0,0,15.02
2020,6,14,2310,0,0,13.94
2020,6,15,10,0,0,12.74
2020,6,15,110,0,0,11.97
2020,6,15,210,0,0,11.38
2020,6,15,310,15.05,6.21,11.51
2020,6,15,410,36.48,14.55,12.81
2020,6,15,510,56.54,23.47,15.42
2020,6,15,610,169.13,32.65,16.68
2020,6,15,710,292.22,41.71,17.28
2020,6,15,810,420.04,50.09,18.15
2020,6,15,910,463.95,56.91,18.61
2020,6,15,1010,436.78,60.78,19.48
2020,6,15,1110,330.33,60.4,20.07
2020,6,15,1210,253.13,55.92,20.34
2020,6,15,1310,350.14,48.75,20.5
2020,6,15,1410,225.89,40.21,20.57
2020,6,15,1510,152.25,31.1,20.73
2020,6,15,1610,39.22,21.94,20.47
2020,6,15,1710,36.48,13.09,20.11
2020,6,15,1810,12.77,4.89,19.29
2020,6,15,1910,0,0,18.08
2020,6,15,2010,0,0,16.51
2020,6,15,2110,0,0,15.56
2020,6,15,2210,0,0,14.67
2020,6,15,2310,0,0,14.26
2020,6,16,10,0,0,13.58
2020,6,16,110,0,0,13.12
2020,6,16,210,0,0,12.58
2020,6,16,310,3.65,6.22,12.51
2020,6,16,410,45.14,14.55,13.85
2020,6,16,510,74.78,23.47,15.67
2020,6,16,610,145.51,32.65,17.06
2020,6,16,710,211.96,41.71,19.24
2020,6,16,810,214.59,50.09,19.99
2020,6,16,910,386.99,56.92,20.73
2020,6,16,1010,260,60.81,21.35
2020,6,16,1110,277.65,60.44,21.68
2020,6,16,1210,295.1,55.98,22.04
2020,6,16,1310,363.6,48.81,22.51
2020,6,16,1410,271.4,40.27,22.44
2020,6,16,1510,118.07,31.16,22.98
2020,6,16,1610,70.22,22,22.75
2020,6,16,1710,41.04,13.15,22.04
2020,6,16,1810,13.22,4.95,20.9
2020,6,16,1910,0,0,20.7
2020,6,16,2010,0,0,20.08
2020,6,16,2110,0,0,19.77
2020,6,16,2210,0,0,19.26
2020,6,16,2310,0,0,18.43
2020,6,17,10,0,0,17.63
2020,6,17,110,0,0,16.9
2020,6,17,210,0,0,16.4
2020,6,17,310,15.5,6.22,16.23
2020,6,17,410,7.75,14.54,16.82
2020,6,17,510,22.34,23.46,18.47
2020,6,17,610,162.6,32.64,20.33
2020,6,17,710,253.62,41.7,20.46
2020,6,17,810,428.75,50.09,21.56
2020,6,17,910,533.01,56.93,22.9
2020,6,17,1010,573.9,60.83,24.67
2020,6,17,1110,375.68,60.48,25.77
2020,6,17,1210,156.31,56.03,26.24
2020,6,17,1310,45.49,48.87,25.81
2020,6,17,1410,170.57,40.32,22.57
2020,6,17,1510,151.61,31.22,21.65
2020,6,17,1610,36.48,22.05,21.32
2020,6,17,1710,28.73,13.21,20.85
2020,6,17,1810,13.22,5,20.42
2020,6,17,1910,0,0,19.71
2020,6,17,2010,0,0,19.36
2020,6,17,2110,0,0,18.98
2020,6,17,2210,0,0,18.56
2020,6,17,2310,0,0,18.15
2020,6,18,10,0,0,17.7
2020,6,18,110,0,0,17.36
2020,6,18,210,0,0,17.11
2020,6,18,310,2.28,6.21,16.88
2020,6,18,410,7.75,14.53,17.75
2020,6,18,510,73.42,23.45,19.53
2020,6,18,610,120.39,32.63,20.6
2020,6,18,710,292.89,41.69,21.86
2020,6,18,810,426.87,50.09,22.83
2020,6,18,910,44.89,56.94,24.08
2020,6,18,1010,98.15,60.85,25.04
2020,6,18,1110,85.59,60.52,25.67
2020,6,18,1210,111.32,56.07,26.17
2020,6,18,1310,335.76,48.92,24.45
2020,6,18,1410,63.44,40.38,25.05
2020,6,18,1510,99.17,31.27,23.82
2020,6,18,1610,40.58,22.11,22.38
2020,6,18,1710,41.95,13.26,22.17
2020,6,18,1810,10.94,5.05,21.74
2020,6,18,1910,0,0,21.35
2020,6,18,2010,0,0,20.27
2020,6,18,2110,0,0,19.34
2020,6,18,2210,0,0,18.48
2020,6,18,2310,0,0,18.05
2020,6,19,10,0,0,17.76
2020,6,19,110,0,0,17.34
2020,6,19,210,0,0,17.17
2020,6,19,310,16.42,6.2,17.09
2020,6,19,410,46.06,14.51,17.99
2020,6,19,510,53.35,23.43,19.76
2020,6,19,610,136.76,32.61,21.13
2020,6,19,710,291.17,41.67,21.98
2020,6,19,810,429.61,50.07,23.02
2020,6,19,910,526.38,56.93,23.98
2020,6,19,1010,537.16,60.86,24.67
2020,6,19,1110,459.96,60.55,24.96
2020,6,19,1210,260.38,56.11,24.68
2020,6,19,1310,402.96,48.96,25.28
2020,6,19,1410,77.21,40.42,25.11
2020,6,19,1510,139.78,31.32,25.06
2020,6,19,1610,20.52,22.15,23.69
2020,6,19,1710,15.5,13.3,22.43
2020,6,19,1810,10.03,5.09,21.14
2020,6,19,1910,0,0,20.22
2020,6,19,2010,0,0,19.35
2020,6,19,2110,0,0,19.03
2020,6,19,2210,0,0,17.94
2020,6,19,2310,0,0,17.79
2020,6,20,10,0,0,17.42
2020,6,20,110,0,0,16.94
2020,6,20,210,0,0,16.66
2020,6,20,310,2.28,6.18,16.68
2020,6,20,410,7.75,14.49,17.84
2020,6,20,510,76.15,23.41,18.82
2020,6,20,610,88.58,32.59,19.93
2020,6,20,710,220.75,41.65,19.85
2020,6,20,810,225.2,50.06,20.59
2020,6,20,910,176.93,56.92,21.26
2020,6,20,1010,380.49,60.87,22.47
2020,6,20,1110,309.27,60.57,22.99
2020,6,20,1210,366.84,56.14,23.83
2020,6,20,1310,227.87,49,23.91
2020,6,20,1410,212.78,40.46,22.44
2020,6,20,1510,115.37,31.36,21.93
2020,6,20,1610,33.29,22.19,21.87
2020,6,20,1710,15.05,13.34,21.87
2020,6,20,1810,11.4,5.13,21.5
2020,6,20,1910,0,0,20.46
2020,6,20,2010,0,0,19.72
2020,6,20,2110,0,0,19.23
2020,6,20,2210,0,0,18.48
2020,6,20,2310,0,0,17.81
2020,6,21,10,0,0,17.46
2020,6,21,110,0,0,17.21
2020,6,21,210,0,0,16.95
2020,6,21,310,2.28,6.16,16.91
2020,6,21,410,7.75,14.47,17.84
2020,6,21,510,19.61,23.38,19.25
2020,6,21,610,45.49,32.56,20.65
2020,6,21,710,59.85,41.62,20.88
2020,6,21,810,365,50.03,21.89
2020,6,21,910,440.06,56.91,23.48
2020,6,21,1010,576,60.87,24.55
2020,6,21,1110,103.54,60.58,24.84
2020,6,21,1210,48.48,56.17,25.35
2020,6,21,1310,48.48,49.03,25.49
2020,6,21,1410,146.74,40.5,25.37
2020,6,21,1510,96.49,31.39,24.01
2020,6,21,1610,17.33,22.23,21.42
2020,6,21,1710,41.5,13.38,20.98
2020,6,21,1810,12.77,5.16,20.32
2020,6,21,1910,0,0,20.3
2020,6,21,2010,0,0,19.99
2020,6,21,2110,0,0,19.57
2020,6,21,2210,0,0,19.37
2020,6,21,2310,0,0,19.31
2020,6,22,10,0,0,19.19
2020,6,22,110,0,0,18.92
2020,6,22,210,0,0,18.75
2020,6,22,310,2.28,6.13,18.79
2020,6,22,410,32.83,14.43,19.18
2020,6,22,510,46.51,23.34,19.74
2020,6,22,610,133.66,32.52,20.2
2020,6,22,710,184.63,41.59,20
2020,6,22,810,169.56,50,20.85
2020,6,22,910,178.26,56.89,21.29
2020,6,22,1010,173.28,60.86,21.96
2020,6,22,1110,267.83,60.59,22.51
2020,6,22,1210,123.29,56.19,22.59
2020,6,22,1310,62.24,49.06,22.82
2020,6,22,1410,50.87,40.53,21.84
2020,6,22,1510,44.29,31.42,20.15
2020,6,22,1610,12.77,22.26,19.62
2020,6,22,1710,41.5,13.4,19.6
2020,6,22,1810,1.82,5.19,19.68
2020,6,22,1910,0,0,18.55
2020,6,22,2010,0,0,18.08
2020,6,22,2110,0,0,17.67
2020,6,22,2210,0,0,17.12
2020,6,22,2310,0,0,16.48
2020,6,23,10,0,0,15.94
2020,6,23,110,0,0,15.59
2020,6,23,210,0,0,15.45
2020,6,23,310,15.05,6.09,15.36
2020,6,23,410,20.06,14.4,15.42
2020,6,23,510,80.26,23.31,15.57
2020,6,23,610,164.03,32.48,16.25
2020,6,23,710,269.73,41.55,17.48
2020,6,23,810,359.05,49.97,18.65
2020,6,23,910,443.35,56.86,19.4
2020,6,23,1010,305.78,60.84,20.13
2020,6,23,1110,420.88,60.59,20.8
2020,6,23,1210,388.18,56.2,20.78
2020,6,23,1310,291.79,49.08,20.58
2020,6,23,1410,270.89,40.55,20.34
2020,6,23,1510,138.16,31.45,19.62
2020,6,23,1610,73.42,22.28,18.89
2020,6,23,1710,38.3,13.43,18.18
2020,6,23,1810,2.74,5.21,17.52
2020,6,23,1910,0,0,17
