y,m,d,h,G(i) [W/m2],H_sun,T_amb
2020,6,23,2010,0,0,16.77
2020,6,23,2110,0,0,16.65
2020,6,23,2210,0,0,16.47
2020,6,23,2310,0,0,16.27
2020,6,24,10,0,0,16.1
2020,6,24,110,0,0,15.91
2020,6,24,210,0,0,15.6
2020,6,24,310,2.28,6.05,15.25
2020,6,24,410,8.66,14.36,15.41
2020,6,24,510,13.68,23.26,15.81
2020,6,24,610,44.29,32.44,16.57
2020,6,24,710,73.62,41.51,18.18
2020,6,24,810,58.05,49.93,18.67
2020,6,24,910,73.02,56.82,18.58
2020,6,24,1010,65.83,60.82,18.74
2020,6,24,1110,54.46,60.58,19.03
2020,6,24,1210,53.27,56.21,20.24
2020,6,24,1310,75.41,49.09,21.82
2020,6,24,1410,52.07,40.57,22.88
2020,6,24,1510,70.62,31.47,22.8
2020,6,24,1610,72.05,22.3,22.5
2020,6,24,1710,41.95,13.45,21.89
2020,6,24,1810,11.4,5.22,20.96
2020,6,24,1910,0,0,20.01
2020,6,24,2010,0,0,19.27
2020,6,24,2110,0,0,18.79
2020,6,24,2210,0,0,18.14
2020,6,24,2310,0,0,17.62
2020,6,25,10,0,0,16.97
2020,6,25,110,0,0,16.58
2020,6,25,210,0,0,16.41
2020,6,25,310,11.4,6,16.38
2020,6,25,410,27.82,14.31,17.07
2020,6,25,510,44.69,23.21,18.31
2020,6,25,610,163.35,32.39,19.48
2020,6,25,710,286.92,41.46,21.69
2020,6,25,810,393.91,49.88,22.88
2020,6,25,910,487.76,56.78,23.91
2020,6,25,1010,475.89,60.79,24.82
2020,6,25,1110,583.03,60.57,25.48
2020,6,25,1210,418.67,56.21,25.9
2020,6,25,1310,361.12,49.1,26.14
2020,6,25,1410,266.87,40.59,25.98
2020,6,25,1510,155.37,31.49,25.72
2020,6,25,1610,36.94,22.32,25.17
2020,6,25,1710,42.86,13.46,24.38
2020,6,25,1810,12.31,5.23,23.23
2020,6,25,1910,0,0,22.43
2020,6,25,2010,0,0,21.56
2020,6,25,2110,0,0,20.86
2020,6,25,2210,0,0,20.19
2020,6,25,2310,0,0,19.61
2020,6,26,10,0,0,19.15
2020,6,26,110,0,0,18.69
2020,6,26,210,0,0,18.21
2020,6,26,310,11.86,5.95,17.9
2020,6,26,410,41.95,14.26,18.37
2020,6,26,510,52.9,23.16,19.73
2020,6,26,610,132.35,32.34,21.38
2020,6,26,710,287.53,41.41,22.7
2020,6,26,810,427.42,49.83,23.87
2020,6,26,910,533.62,56.74,24.73
2020,6,26,1010,581.82,60.75,25.77
2020,6,26,1110,577.35,60.55,26.63
2020,6,26,1210,463.73,56.2,27.18
2020,6,26,1310,414.83,49.11,27.39
2020,6,26,1410,222.35,40.59,27.25
2020,6,26,1510,71.22,31.5,25.25
2020,6,26,1610,13.22,22.33,24.62
2020,6,26,1710,29.64,13.46,24.3
2020,6,26,1810,11.4,5.24,23.69
2020,6,26,1910,0,0,22.31
2020,6,26,2010,0,0,21.68
2020,6,26,2110,0,0,21.22
2020,6,26,2210,0,0,20.91
2020,6,26,2310,0,0,20.67
2020,6,27,10,0,0,20.46
2020,6,27,110,0,0,20.25
2020,6,27,210,0,0,20.02
2020,6,27,310,2.28,5.9,19.78
2020,6,27,410,7.3,14.2,19.9
2020,6,27,510,62.47,23.1,20.34
2020,6,27,610,98.33,32.28,20.96
2020,6,27,710,77.21,41.35,21.6
2020,6,27,810,285.67,49.78,22.42
2020,6,27,910,362.02,56.69,23.18
2020,6,27,1010,265.66,60.71,23.81
2020,6,27,1110,137.65,60.52,24.61
2020,6,27,1210,156.92,56.19,24.67
2020,6,27,1310,61.65,49.1,24.84
2020,6,27,1410,277.3,40.6,25.03
2020,6,27,1510,154.62,31.5,25.13
2020,6,27,1610,43.32,22.33,23.09
2020,6,27,1710,29.64,13.47,23.03
2020,6,27,1810,14.14,5.23,22.65
2020,6,27,1910,0,0,21.26
2020,6,27,2010,0,0,20.39
2020,6,27,2110,0,0,19.79
2020,6,27,2210,0,0,19.41
2020,6,27,2310,0,0,19.09
2020,6,28,10,0,0,18.86
2020,6,28,110,0,0,18.68
2020,6,28,210,0,0,18.44
2020,6,28,310,2.28,5.84,18.35
2020,6,28,410,44.69,14.13,19.15
2020,6,28,510,54.26,23.04,20.6
2020,6,28,610,151.44,32.22,21.92
2020,6,28,710,283.93,41.29,23
2020,6,28,810,422.6,49.71,24.46
2020,6,28,910,533.03,56.63,25.8
2020,6,28,1010,583.15,60.66,26.66
2020,6,28,1110,558.48,60.49,27.38
2020,6,28,1210,499.87,56.17,27.8
2020,6,28,1310,369.82,49.1,27.91
2020,6,28,1410,278.04,40.59,27.88
2020,6,28,1510,111.45,31.5,26.96
2020,6,28,1610,50.62,22.33,25.85
2020,6,28,1710,32.83,13.46,25.56
2020,6,28,1810,10.94,5.22,24.89
2020,6,28,1910,0,0,24.08
2020,6,28,2010,0,0,23.11
2020,6,28,2110,0,0,22.23
2020,6,28,2210,0,0,21.34
2020,6,28,2310,0,0,20.41
2020,6,29,10,0,0,19.96
2020,6,29,110,0,0,19.65
2020,6,29,210,0,0,19.45
2020,6,29,310,2.28,5.77,19.18
2020,6,29,410,7.3,14.07,19.76
2020,6,29,510,55.18,22.97,21.29
2020,6,29,610,151.88,32.15,22.4
2020,6,29,710,287.02,41.22,22.78
2020,6,29,810,346.79,49.65,23.17
2020,6,29,910,348.95,56.56,23.47
2020,6,29,1010,417.98,60.61,24.01
2020,6,29,1110,265.91,60.45,24.3
2020,6,29,1210,315.16,56.15,24.5
2020,6,29,1310,141.26,49.08,24.4
2020,6,29,1410,67.63,40.59,24.42
2020,6,29,1510,25.14,31.49,23.08
2020,6,29,1610,14.14,22.32,22.11
2020,6,29,1710,8.66,13.45,20.55
2020,6,29,1810,6.38,5.21,19.77
2020,6,29,1910,0,0,17.22
2020,6,29,2010,0,0,16.83
2020,6,29,2110,0,0,16.52
2020,6,29,2210,0,0,16.14
2020,6,29,2310,0,0,15.75
2020,6,30,10,0,0,15.3
2020,6,30,110,0,0,14.94
2020,6,30,210,0,0,14.6
2020,6,30,310,2.28,5.7,14.38
2020,6,30,410,28.27,14,14.87
2020,6,30,510,74.33,22.9,16.11
2020,6,30,610,143.3,32.08,17.65
2020,6,30,710,292.75,41.15,18.77
2020,6,30,810,440.39,49.58,19.77
2020,6,30,910,539.42,56.49,20.99
2020,6,30,1010,321.24,60.54,21.65
2020,6,30,1110,590,60.4,22.27
2020,6,30,1210,124.49,56.11,22.47
2020,6,30,1310,308.89,49.06,22.59
2020,6,30,1410,205,40.57,22.27
2020,6,30,1510,130.62,31.48,21.67
2020,6,30,1610,60.19,22.31,21.18
2020,6,30,1710,29.18,13.44,20.8
2020,6,30,1810,14.14,5.19,20.16
2020,6,30,1910,0,0,19.23
2020,6,30,2010,0,0,18.27
2020,6,30,2110,0,0,17.48
2020,6,30,2210,0,0,16.94
2020,6,30,2310,0,0,16.6
2020,7,1,10,0,0,16.4
2020,7,1,110,0,0,16.36
2020,7,1,210,0,0,16.66
2020,7,1,310,2.28,5.62,16.76
2020,7,1,410,9.58,13.92,16.87
2020,7,1,510,54.26,22.82,17.82
2020,7,1,610,132.33,32,19.43
2020,7,1,710,290.75,41.07,20.46
2020,7,1,810,433.02,49.5,22.07
2020,7,1,910,538.62,56.42,23.06
2020,7,1,1010,588.92,60.47,23.71
2020,7,1,1110,591.63,60.34,24.31
2020,7,1,1210,532.56,56.08,24.96
2020,7,1,1310,426.34,49.04,25.15
2020,7,1,1410,281.81,40.55,25.04
2020,7,1,1510,115.47,31.46,25.21
2020,7,1,1610,63.38,22.29,25.15
2020,7,1,1710,30.55,13.41,24.53
2020,7,1,1810,14.14,5.16,23.42
2020,7,1,1910,0,0,22.44
2020,7,1,2010,0,0,21.51
2020,7,1,2110,0,0,20.79
2020,7,1,2210,0,0,19.86
2020,7,1,2310,0,0,18.88
2020,7,2,10,0,0,18.79
2020,7,2,110,0,0,19.13
2020,7,2,210,0,0,19.05
2020,7,2,310,15.05,5.54,17.19
2020,7,2,410,33.74,13.84,17.91
2020,7,2,510,40.58,22.74,20.03
2020,7,2,610,128.64,31.92,22
2020,7,2,710,246.34,40.99,23.51
2020,7,2,810,345.98,49.42,24.26
2020,7,2,910,514.16,56.34,24.77
2020,7,2,1010,543.63,60.4,25.22
2020,7,2,1110,563.45,60.28,25.6
2020,7,2,1210,235.89,56.03,25.89
2020,7,2,1310,98.75,49.01,24.35
2020,7,2,1410,76.61,40.53,24.62
2020,7,2,1510,112.7,31.44,24.1
2020,7,2,1610,48.34,22.27,23.41
2020,7,2,1710,27.82,13.39,23.14
2020,7,2,1810,9.58,5.13,22.48
2020,7,2,1910,0,0,21.47
2020,7,2,2010,0,0,20.43
2020,7,2,2110,0,0,19.58
2020,7,2,2210,0,0,19.13
2020,7,2,2310,0,0,18.83
2020,7,3,10,0,0,18.3
2020,7,3,110,0,0,17.76
2020,7,3,210,0,0,17.36
2020,7,3,310,14.59,5.45,17.36
2020,7,3,410,31.92,13.75,17.96
2020,7,3,510,41.95,22.66,19.49
2020,7,3,610,133.11,31.83,20.8
2020,7,3,710,288.9,40.9,22.62
2020,7,3,810,423.47,49.33,23.8
2020,7,3,910,525.81,56.25,24.65
2020,7,3,1010,537.02,60.32,24.59
2020,7,3,1110,66.43,60.21,24.21
2020,7,3,1210,137.06,55.98,23.6
2020,7,3,1310,357.5,48.97,23.32
2020,7,3,1410,241.61,40.5,23.67
2020,7,3,1510,108.37,31.41,23.71
2020,7,3,1610,50.62,22.24,23.35
2020,7,3,1710,42.41,13.35,22.62
2020,7,3,1810,13.68,5.09,21.57
2020,7,3,1910,0,0,20.13
2020,7,3,2010,0,0,19.33
2020,7,3,2110,0,0,18.64
2020,7,3,2210,0,0,18.24
2020,7,3,2310,0,0,17.54
2020,7,4,10,0,0,16.77
2020,7,4,110,0,0,16.01
2020,7,4,210,0,0,15.4
2020,7,4,310,10.94,5.36,14.99
2020,7,4,410,40.13,13.66,15.55
2020,7,4,510,50.16,22.57,17.14
2020,7,4,610,129.83,31.75,18.55
2020,7,4,710,292.27,40.81,20.89
2020,7,4,810,342.53,49.24,21.73
2020,7,4,910,446.88,56.16,22.57
2020,7,4,1010,548.01,60.23,23.17
2020,7,4,1110,574.31,60.14,23.5
2020,7,4,1210,480.42,55.92,23.75
2020,7,4,1310,400.54,48.92,23.65
2020,7,4,1410,286.42,40.46,23.62
2020,7,4,1510,147.43,31.38,23.38
2020,7,4,1610,57.91,22.2,23.21
2020,7,4,1710,31.92,13.32,22.84
2020,7,4,1810,13.68,5.04,21.9
2020,7,4,1910,0,0,21.37
2020,7,4,2010,0,0,20.22
2020,7,4,2110,0,0,19.28
2020,7,4,2210,0,0,18.57
2020,7,4,2310,0,0,18.13
2020,7,5,10,0,0,17.85
2020,7,5,110,0,0,17.67
2020,7,5,210,0,0,17.77
2020,7,5,310,1.82,5.26,17.54
2020,7,5,410,42.41,13.56,17.7
2020,7,5,510,64.75,22.47,18.79
2020,7,5,610,138.11,31.65,20.23
2020,7,5,710,288.46,40.72,21.82
2020,7,5,810,431.84,49.14,23.17
2020,7,5,910,537.87,56.06,24.42
2020,7,5,1010,488.88,60.13,25.63
2020,7,5,1110,378.32,60.06,26.52
2020,7,5,1210,518.65,55.86,27.18
2020,7,5,1310,425.11,48.87,27.42
2020,7,5,1410,277.21,40.42,27.02
2020,7,5,1510,139.39,31.34,26.73
2020,7,5,1610,74.33,22.16,26.52
2020,7,5,1710,36.94,13.27,25.88
2020,7,5,1810,5.93,4.99,25.03
2020,7,5,1910,0,0,24.18
2020,7,5,2010,0,0,23.13
2020,7,5,2110,0,0,22.54
2020,7,5,2210,0,0,21.96
2020,7,5,2310,0,0,21.46
2020,7,6,10,0,0,21.21
2020,7,6,110,0,0,21.19
2020,7,6,210,0,0,21.06
2020,7,6,310,1.82,5.16,20.77
2020,7,6,410,42.41,13.47,20.95
2020,7,6,510,51.98,22.37,21.82
2020,7,6,610,129.65,31.55,22.93
2020,7,6,710,285.27,40.62,23.57
2020,7,6,810,348.1,49.04,23.87
2020,7,6,910,526.27,55.95,23.72
2020,7,6,1010,98.75,60.03,24.42
2020,7,6,1110,138.25,59.97,25.02
2020,7,6,1210,99.95,55.79,25.54
2020,7,6,1310,122.09,48.82,24.33
2020,7,6,1410,67.03,40.37,22.56
2020,7,6,1510,25.14,31.29,21.75
2020,7,6,1610,16.42,22.12,21.21
2020,7,6,1710,39.22,13.22,20.59
2020,7,6,1810,8.21,4.94,19.98
2020,7,6,1910,0,0,18.25
2020,7,6,2010,0,0,17.52
2020,7,6,2110,0,0,16.74
2020,7,6,2210,0,0,16.25
2020,7,6,2310,0,0,15.82
2020,7,7,10,0,0,15.44
2020,7,7,110,0,0,15.22
2020,7,7,210,0,0,14.95
2020,7,7,310,2.28,5.05,14.77
2020,7,7,410,25.99,13.36,14.8
2020,7,7,510,21.89,22.27,15.12
2020,7,7,610,47.88,31.45,15.55
2020,7,7,710,151.85,40.52,15.57
2020,7,7,810,422.04,48.93,16.44
2020,7,7,910,333.92,55.84,17.06
2020,7,7,1010,450.55,59.92,17.42
2020,7,7,1110,186.11,59.87,17.73
2020,7,7,1210,477.7,55.71,18.3
2020,7,7,1310,343.06,48.75,18.38
2020,7,7,1410,147.13,40.31,18.11
2020,7,7,1510,159.04,31.24,18.02
2020,7,7,1610,75.7,22.06,17.65
2020,7,7,1710,42.41,13.16,17.16
2020,7,7,1810,13.22,4.87,16.53
2020,7,7,1910,0,0,15.71
2020,7,7,2010,0,0,14.97
2020,7,7,2110,0,0,14.13
2020,7,7,2210,0,0,13.36
2020,7,7,2310,0,0,12.21
2020,7,8,10,0,0,11.4
2020,7,8,110,0,0,10.97
2020,7,8,210,0,0,10.81
2020,7,8,310,1.82,4.94,11.14
2020,7,8,410,6.84,13.25,12.56
2020,7,8,510,26.9,22.17,14.03
2020,7,8,610,139.93,31.35,15.24
2020,7,8,710,183.52,40.41,16.65
2020,7,8,810,141.29,48.82,17.46
2020,7,8,910,95.16,55.73,17.62
2020,7,8,1010,350.33,59.81,17.95
2020,7,8,1110,328.48,59.77,18.48
2020,7,8,1210,255.38,55.63,18.74
2020,7,8,1310,316.04,48.68,18.69
2020,7,8,1410,194.98,40.25,18.7
2020,7,8,1510,53.27,31.18,18.47
2020,7,8,1610,34.66,22.01,18.24
2020,7,8,1710,32.83,13.1,17.9
2020,7,8,1810,10.94,4.81,17.22
2020,7,8,1910,0,0,15.52
2020,7,8,2010,0,0,14.63
2020,7,8,2110,0,0,13.72
2020,7,8,2210,0,0,13.05
2020,7,8,2310,0,0,12.82
2020,7,9,10,0,0,12.25
2020,7,9,110,0,0,11.36
2020,7,9,210,0,0,10.72
2020,7,9,310,1.82,4.83,10.25
2020,7,9,410,7.3,13.14,11.3
2020,7,9,510,72.5,22.06,13.71
2020,7,9,610,136.65,31.24,15.09
2020,7,9,710,261.17,40.3,16.44
2020,7,9,810,239.86,48.71,17.45
2020,7,9,910,204.59,55.61,18.39
2020,7,9,1010,222.47,59.69,18.86
2020,7,9,1110,478.52,59.66,19.46
2020,7,9,1210,476.87,55.54,19.94
2020,7,9,1310,257.07,48.61,20.46
2020,7,9,1410,222.55,40.19,20.65
2020,7,9,1510,152.57,31.12,20.8
2020,7,9,1610,57.46,21.94,20.68
2020,7,9,1710,12.77,13.03,19.83
2020,7,9,1810,8.21,4.73,18.28
2020,7,9,1910,0,0,16.86
2020,7,9,2010,0,0,16.5
2020,7,9,2110,0,0,16.62
2020,7,9,2210,0,0,16.43
2020,7,9,2310,0,0,16.52
2020,7,10,10,0,0,16.49
2020,7,10,110,0,0,16.43
2020,7,10,210,0,0,16.49
2020,7,10,310,10.03,4.71,16.93
2020,7,10,410,6.38,13.02,17.48
2020,7,10,510,46.06,21.94,18.44
2020,7,10,610,158.41,31.12,19.76
2020,7,10,710,72.42,40.18,21.95
2020,7,10,810,262.63,48.59,23.75
2020,7,10,910,318.24,55.48,25.25
2020,7,10,1010,430.01,59.57,26.48
2020,7,10,1110,554.43,59.55,27.28
2020,7,10,1210,437.18,55.44,27.85
2020,7,10,1310,325.95,48.53,28.2
2020,7,10,1410,242.49,40.11,28.55
2020,7,10,1510,157.79,31.05,28.51
2020,7,10,1610,54.26,21.87,27.99
2020,7,10,1710,30.55,12.96,26.99
2020,7,10,1810,8.66,4.65,25.83
2020,7,10,1910,0,0,24.81
2020,7,10,2010,0,0,22.2
2020,7,10,2110,0,0,20.67
2020,7,10,2210,0,0,20.53
2020,7,10,2310,0,0,20.27
2020,7,11,10,0,0,19.88
2020,7,11,110,0,0,19.14
2020,7,11,210,0,0,17.69
2020,7,11,310,1.37,4.58,16.32
2020,7,11,410,6.38,12.9,15.38
2020,7,11,510,12.77,21.82,14.78
2020,7,11,610,38.3,31,14.74
2020,7,11,710,129.07,40.06,14.73
2020,7,11,810,119.7,48.46,15.15
2020,7,11,910,120.9,55.35,15.97
2020,7,11,1010,84.39,59.43,15.95
2020,7,11,1110,50.87,59.43,15.77
2020,7,11,1210,71.22,55.34,15.78
2020,7,11,1310,44.89,48.44,15.42
2020,7,11,1410,73.02,40.04,15.25
2020,7,11,1510,74.81,30.98,14.81
2020,7,11,1610,12.77,21.8,14.65
2020,7,11,1710,15.05,12.88,14.44
2020,7,11,1810,8.21,4.56,14.16
2020,7,11,1910,0,0,13.9
2020,7,11,2010,0,0,13.74
2020,7,11,2110,0,0,13.5
2020,7,11,2210,0,0,13.16
2020,7,11,2310,0,0,12.91
2020,7,12,10,0,0,12.45
2020,7,12,110,0,0,12.22
2020,7,12,210,0,0,12
2020,7,12,310,3.19,4.46,11.83
2020,7,12,410,34.2,12.78,12.16
2020,7,12,510,66.58,21.7,13.25
2020,7,12,610,149.62,30.88,14.63
2020,7,12,710,303.28,39.94,15.63
2020,7,12,810,440.1,48.33,16.83
2020,7,12,910,358.43,55.22,17.4
2020,7,12,1010,307.42,59.3,17.92
2020,7,12,1110,448.89,59.3,18.42
2020,7,12,1210,297.66,55.23,18.67
2020,7,12,1310,134.66,48.35,18.84
2020,7,12,1410,223.18,39.95,19.05
2020,7,12,1510,164.16,30.9,18.69
2020,7,12,1610,68.86,21.72,18.33
2020,7,12,1710,34.2,12.79,17.71
2020,7,12,1810,11.86,4.47,16.83
2020,7,12,1910,0,0,15.96
2020,7,12,2010,0,0,14.82
2020,7,12,2110,0,0,13.87
2020,7,12,2210,0,0,12.98
2020,7,12,2310,0,0,12.28
2020,7,13,10,0,0,12.16
2020,7,13,110,0,0,12.19
2020,7,13,210,0,0,11.93
2020,7,13,310,1.37,4.32,11.46
2020,7,13,410,6.38,12.65,11.94
2020,7,13,510,34.2,21.58,13.21
2020,7,13,610,159.7,30.76,14.36
2020,7,13,710,261.25,39.81,15.18
2020,7,13,810,374.9,48.2,15.98
2020,7,13,910,97.56,55.08,16.51
2020,7,13,1010,134.66,59.15,17.43
2020,7,13,1110,104.14,59.16,18.15
2020,7,13,1210,95.76,55.11,18.41
2020,7,13,1310,229.57,48.25,18.93
2020,7,13,1410,221.2,39.86,19.07
2020,7,13,1510,161.7,30.81,18.81
2020,7,13,1610,74.33,21.63,18.22
2020,7,13,1710,41.04,12.7,17.82
2020,7,13,1810,10.94,4.37,17.32
2020,7,13,1910,0,0,16.15
2020,7,13,2010,0,0,15.46
2020,7,13,2110,0,0,14.68
2020,7,13,2210,0,0,13.66
2020,7,13,2310,0,0,12.74
2020,7,14,10,0,0,11.99
2020,7,14,110,0,0,11.56
2020,7,14,210,0,0,11.07
2020,7,14,310,1.37,4.19,10.74
2020,7,14,410,33.74,12.52,12.22
2020,7,14,510,42.86,21.45,14.42
2020,7,14,610,151.29,30.63,16.51
2020,7,14,710,283.28,39.68,17.59
2020,7,14,810,440.33,48.06,18.99
2020,7,14,910,507.83,54.93,19.77
2020,7,14,1010,511.58,59,20.24
2020,7,14,1110,598.3,59.02,20.59
2020,7,14,1210,453.45,54.99,21.13
2020,7,14,1310,382.89,48.14,21.34
2020,7,14,1410,117.81,39.76,21.73
2020,7,14,1510,55.06,30.72,21.7
2020,7,14,1610,71.59,21.53,21.36
2020,7,14,1710,26.45,12.6,20.92
2020,7,14,1810,7.75,4.26,19.5
2020,7,14,1910,0,0,18.73
2020,7,14,2010,0,0,16.61
2020,7,14,2110,0,0,15.19
2020,7,14,2210,0,0,14.8
2020,7,14,2310,0,0,14.09
2020,7,15,10,0,0,13.43
2020,7,15,110,0,0,12.96
2020,7,15,210,0,0,12.4
2020,7,15,310,2.74,4.05,12.37
2020,7,15,410,38.76,12.38,13
2020,7,15,510,53.35,21.31,16.03
2020,7,15,610,142.18,30.5,18.32
2020,7,15,710,300.91,39.54,19.66
2020,7,15,810,447.07,47.92,21.05
2020,7,15,910,379.6,54.78,22.32
2020,7,15,1010,298.44,58.85,22.95
2020,7,15,1110,301.68,58.88,23.25
2020,7,15,1210,498.64,54.86,23.64
2020,7,15,1310,326.52,48.03,23.64
2020,7,15,1410,254.71,39.66,23.51
2020,7,15,1510,141.93,30.62,23.56
2020,7,15,1610,45.6,21.43,23.49
2020,7,15,1710,32.83,12.5,22.74
2020,7,15,1810,10.94,4.15,21.61
2020,7,15,1910,0,0,20.25
2020,7,15,2010,0,0,18.93
2020,7,15,2110,0,0,17.91
2020,7,15,2210,0,0,17.55
2020,7,15,2310,0,0,16.98
2020,7,16,10,0,0,16.25
2020,7,16,110,0,0,15.5
2020,7,16,210,0,0,15.03
2020,7,16,310,1.37,3.9,14.57
2020,7,16,410,5.93,12.24,15.19
2020,7,16,510,49.7,21.18,17.03
2020,7,16,610,154.21,30.36,18.02
2020,7,16,710,295.95,39.41,18.94
2020,7,16,810,334.76,47.78,19.88
2020,7,16,910,116.71,54.63,20.14
2020,7,16,1010,73.02,58.69,19.53
2020,7,16,1110,146.03,58.72,19.86
2020,7,16,1210,267.92,54.72,20.33
2020,7,16,1310,307.36,47.91,19.72
2020,7,16,1410,122.01,39.55,18.65
2020,7,16,1510,49.08,30.51,18.15
2020,7,16,1610,53.35,21.33,17.96
